VEICULOS;PLACA;RENAVAM;OBSERVAÇÕES;DATA;DONO;SITUAÇÃO;VALOR DE COMPRA R$
HONDA BIZ 125 2022/2022 VERMELHA;SFQ0E68;1320888108;COMPRADO NA TROCA DO FIESTA SEDAN 1.6 KVD9153;;;RENAVE;14.000.00
GM ONIX 1.4MT LTZ 2013/2013 LARANJA;OVF5478;538474866;COMPRADO NA ESPLACAR VEICULOS;;;RENAVE;R$ 35.000,00
FIAT UNO WAY 1.0 2014/2015 BRANCO;BBA4H34;1020910655;COMPRADO NA IDEAL VEICULOS GUARAPARI;;KM 221.338;RENAVE;R$ 30.000,00
FIAT UNO WAY 1.0 2011/2012 CINZA;OCW1297;318817187;COMPRADO NA TROCA DO FIESTA SEDAN 1.6 MSA6H46;;KM 279.283;RENAVE;R$ 21.900,00
GM ONIX 10MT LT1 2020/2020 BRANCO;QXP9D55;1223678188;COMPRADO NA VW GUARAPARI;;;RENAVE;R$ 47.000,00
GM PRISMA MAXX 2009/2010 BRANCO;HIX0669;157255158;COMPRADO NA SAVEL VEICULOS;;;RENAVE;R$ 10.000,00
FIAT PALIO FIRE FLEX 2007/2008 CINZA;MQZ6092;924699485;COMPRADO NA TROCA DO ONIX LARANJA OVF5478;;KM 122.908;RENAVE;R$ 18.000,00
VW GOL 1.6 2009/2010 BRANCO;MSV0A53;155005367;COMPRADO NA TROCA DO JEEP RENEGADE PPG7H08;;;RENAVE;R$ 20.000,00
FIAT PALIO FIRE ECONOMY 2010/2011 PRATA;LPP7F36;219966915;COMPRADO NA TROCA DO VOYAGE VERMELHO LQN5E52;;KM 237.000;RENAVE;R$ 20.000,00
CHEVROLET SPIN 1.8 AT LT ADV 2017/2018 PRATA;QNA3B74;1129919975;COMPRADO NA ESPLACAR VEICULOS;;KM 101.362;RENAVE;R$ 45.000,00
VW FOX 1.0 2007/2008 CINZA;LTB1F55;933773170;COMPRADO NA TROCA DO SPACECROSS MPJ7E97 05/12/2025;12/05/2025;;RENAVE;R$ 17.000,00
TOYOTA ETIOS SD 1.5 XS 2015/2016 BRANCO;PPO2G42;1082982170;COMPRADO NA CVC COLATINA;;KM 155.089;RENAVE;R$ 41.000,00
HONDA CG 160 TITAN 2023/2023 CINZA;SGA0B70;1358430524;COMPRADO NA TROCA DO NISSAN SENTRA OVE9G48;;;RENAVE;R$ 17.000,00
TOYOTA ETIOS SD 1.5 X 2015/2015 VERMELHO;PPF1B06;1040993157;COMPRADO NA KURUMA VITORIA;;KM 95.691;RENAVE;R$ 36.000,00
CHEVROLET PRISMA 1.0 MT LT 2013/2014 CINZA;KYA5A13;615013619;COMPRADO NA VESSA VEICULOS;;;RENAVE;R$ 37.200,00
FORD FIESTA HÁ 1.5 L S 2014/2014 PRETO;OYE3C77;713198265;COMPRADO NA VTORIAWAGEN SERRA;;;RENAVE;R$ 29.200,00
GM PRISMA 10MT JOYE PRATA 2019/2019;QUU8D15;1206285726;COMPRADO NA VESSA VEICULOS;;KM 73.025;RENAVE;R$ 43.100,00
GM PRISMA SED LT 1.0 2013/2014 BRANCO;OVJ0E22;585296502;COMPRADO NA BYD VILA VELHA;;;RENAVE;R$ 36.000,00
HYUNDAI HB20 SENSE 1.0 2020/2021 PRETO;RBD9I93;1246389832;COMPRADO NA CHRVSLER (VM COMERCIO) CACHOEIRO 15/12/2025;15/12/2025;KM 78.277;RENAVE;R$ 47.000,00
GM ONIX 1.0MT LT 2013/2013 VERMELHO;MPK1I72;544795547;COMPRADO NA VITORIAWAGEN DE VITORIA 04/12/2025;12/04/2025;;RENAVE;R$ 29.900,00
GM ONIX 1.0MT LT 2013/2013 VERMELHO;FKT7J47;540555525;COMPRADO NA TAI VITORIA;;KM 95.472;RENAVE;R$ 30.200,00
NISSA LIVINA 16S 2012/2013 VERDE;ODO9G70;494416270;COMPRADO NA VW GUARAPARI;;;RENAVE;R$ 20.000,00
VW VOYAGE 1.0 CITY MI TOTAL FLEX 2011/2012 PRATA;ODC2546;372657320;COMPRADO NA ESPLACAR VEICULOS;;KM 180.450;RENAVE;R$ 24.000,00
TOYOTA COROLLA GLI 1.8 AUT 2012/2013 AZUL;KPU2J26;486167259;COMPRADO NA ESPLACAR VEICULOS;;;RENAVE;R$ 50.000,00
VW SAVEIRO 1.6 CE 2012/2013 PRATA;ODP3G24;499130588;COMPRADO PARTICULAR TONINHO MOTOS;;;RENAVE;R$ 38.500,00
HYUNDAI HB20S 1.6A PREM 2013/2014 PRATA;OVI8F46;565209981;COMPRADO NA KOBE NISSAN 18/12/2025;18/12/2025;KM 106.833;RENAVE;R$ 45.000,00
RENAULT LOGAN EXPRESSION 1.6 2012/2013 PRATA;ODT4416;526431024;COMPRADO NA ESPLACAR VEICULOS;;;RENAVE;R$ 20.000,00
GM PRISMA 1.4 AT LTZ 2014/2015 BRANCO;OYK8A13;1225135327;COMPRADO NA JEEP GUARAPARI;;KM 108.296;RENAVE;R$ 35.000,00
GM ONIX 1.0MT LT 2014/2015 VERMELHO;OYJ5C86;1014462271;COMPRADO NA TROCA DO ETIOS VERMELHO PPF1B06;;KM 198.141;RENAVE;R$ 28.400,00
FIAT UNO MILLE FIRE 2004/2004 BRANCO;MQB4E22;835187624;COMPRADO NA TROCA DO ONIX VERMELHO FKT7J47;;;RENAVE;R$ 9.000,00
FORD KA SE 1.0 SD C 2020/2020 VERMELHO;QRH6F20;1224527620;COMPRADO NA TAI VITORIA;;KM 99.983;RENAVE;R$ 39.000,00
FORD KA FLEX 2011/2012 BRANCO;ODC6B77;379302411;COMPRADO NA EXCLUSIVA AUTOMOVEIS;;;RENAVE;R$ 10.000,00
TOYOTA ETIOS XS 1.5 2013/2014 PRATA;OVL8907;594196701;COMPRADO NA KURUMA VEICULOS VILA VELHA;;;RENAVE;R$ 33.500,00
FIAT PALIO FIRE 2003/2003 PRATA;MQK1A36;801171369;COMPRADO NA TROCA DO FIAT SIENA MSS4F84 26/12/2025;26/12/2025;;RENAVE;R$ 10.000,00
FORD KA SE 1.0 HÁ 2014/2015 PRATA;PVC3I14;1027776601;COMPRADO NA TROCA DO PRISMA PRATA QUU8D15;;KM 156.012;RENAVE;R$ 28.000,00
CHEV PRISMA 1.4 MT LT 2015/2015 PRATA;PPI0A24;1056012789;COMPRADO NA PRIME SEMINOVOS;;;RENAVE;R$ 44.000,00
HYUNDAI HB20S 1.0M COMF 2014/2014 PRETO;PUI3953;1045071290;COMPRADO NA PRIME CHERY VITORIA;;KM 150.490;RENAVE;R$ 28.000,00
FIAT UNO MILLE 1991/1991 CINZA;GNT6329;313505799;COMPRADO NA TROCA DO COROLLA AZUL KPU2J26;;KM 220.578;RENAVE;R$ 7.000,00
HONDA FIT LXL 2006/2007 PRETO;MQQ8A18;881090093;COMPRADO NA TROCA DO COROLLA KPU2J26;;;RENAVE;R$ 22.000,00
FORD KA SEDAN 1.5 SE PLUS 2019/2020 BRANCO;QRL0D15;1210562879;COMPRADO NA VM COMERCIO (CHRYSLER) VITORIA 30/12/2025;30/12/2025;KM 125.137;RENAVE;R$ 47.000,00
JEEP RENEGADE 1.8 4X2 FLEX AUT 2018/2018 BRANCO;QRD1886;1167273157;COMPRADO NA VM COMERCIO (CHRYSLER) VITORIA 30/12/2025;30/12/2025;KM 77.989;RENAVE;R$ 53.500,00
FORD FIESTA 1.6 SE 2018/2019 VERMELHO;QRE0I69;1175328852;COMPRADO NA PRIME LINHARES;;;RENAVE;R$ 44.500,00
FIAT PALIO EX 1998/1999 AZUL;MQG8958;703271636;COMPRADO NA TROCA DO FORD KA ODC6B77 05/01/2026;01/05/2026;;PASSAMOS PARA ROMILDO;R$ 4.000,00
HYUNDAI HB20 1.0M UNIQUE 2018/2019 BRANCO;QRC4558;1163205947;COMPRADO NA VW GUARAPARI;;KM 93.463;VAMOS TRANSFERIR PARA O NOME DA CAROL;R$ 44.000,00
FORD KA SEL 1.0 HÁ B 2017/2018 BRANCO;LTG7D73;1140064395;COMPRADO NA VW GUARAPARI;;KM 157.881;VAMOS TRANSFERIR PARA O NOME DE IGOR;R$ 32.000,00
FIAT UNO MILLE ECONOMY 2011/2012 VERMELHO;ODA0643;341390062;COMPRADO NA TROCA DO FIAT UNO RQM0A50;;KM 175.727;RENAVE;R$ 22.500,00
VW FOX 1.0 ROUTE 2008/2008 PRATA;MRU3A61;958246050;COMPRADO NA TROCA DO NISSAN LIVINA 1.6 ODO9G70;;KM 196.226;RENAVE;R$ 16.000,00
GM CELTA 1.0L LS 2013/2014 PRATA;MMF3144;564849219;COMPRADO NA TROCA DO PRISMA LSF6J14 10/01/2026;01/10/2026;KM 120.845;RENAVE;R$ 15.500,00
FIAT UNO MILLE WAY 2011/2012 VERMELHO;HEM8640;349686068;COMPRADO NA TROCA DA VW SAVEIRO ODP3G24 13/01/2026;13/01/2026;KM 135.583;RENAVE;R$ 22.000,00
FIAT PALIO ATTRACTV 1.0 2015/2016 BRANCO;QGE2I17;1064705771;COMPRADO NA TROCA DO HONDA FIT MQQ8A18;;KM 74.658;RENAVE;R$ 27.000,00
VW FOX 1.6 GII 2011/2012 VERMELHO;OCW3112;338182446;COMPRADO NA VW GUARAPARI;;KM 88.441;RENAVE;R$ 20.000,00
GM ONIX 10MT HB 2020/2020 PRATA;RBD0E05;1241481854;COMPRADO NA TAI MOTORS DE COLATINA;;KM 50.943;RENAVE;R$ 41.000,00
GM ONIX 1.4 MPFI LT 2013/2014;LRB9D18;605364370;COMPRADO NA ORVEL SERRA;;;RENAVE;R$ 37.600,00
FORD FIESTA HÁ 1.5 L S 2015/2015 BRANCO;PPE2I29;1037964257;COMPRADO NA ORVEL SERRA;;KM 128.773;RENAVE;R$ 29.500,00
GM MONTANA LS 2015/2016 BRANCO;PPL0E30;1065899839;COMPRADO NA TROCA DO FIAT UNO MILLE HEM8640;;;RENAVE;R$ 38.000,00
GM ONIX 1.4 MT LT 2013/2013 BRANCO;OVE0C33;534576311;COMPRADO NA TROCA DO HB20 PRATA OVI8F46;;KM 142.666;RENAVE;R$ 30.000,00
TOYOTA ETIOS SD 1.5 XS 2015/2016 PRATA;FWR2I79;1057626896;COMPRADO NA VESSA VEICULOS;;KM 158.592;RENAVE;R$ 38.900,00
FIAT PALIO ATTRACTIV 1.0 2015/2016 BRANCO;QGE2I17;1064705771;COMPRADO NA TROCA DO HONDA FIT MQQ8A18;;;RENAVE;R$ 27.000,00
FIAT SIENA EL FLEX 2010/2011 PRETO;MTS3167;270151346;COMPRADO PARTICULAR DE ALTAIR BARROS TEXEIRA 27 997729703;;;RENAVE;R$ 18.000,00
GM PRISMA 1.0 MT LT 2014/2014 CINZA;OYG4C38;998859613;COMPRADO NA CVC VITORIA;;KM 129.400;RENAVE;R$ 36.000,00
FORD KA SE 1.0 HÁ 2014/2015 VERMELHO;PPC5A20;1028533672;COMPRADO NA PODIUM VITORIA 19/01/2026;19/01/2026;;RENAVE;R$ 27.750,00
VW UP HIGH 2014/2015 PRETO;OYF7J15;995790310;COMPRADO PARTICULAR DE JOSE FLORIANO FERREIRA DOS SANTOS 28 999201405;;KM 203.979;RENAVE;R$ 30.000,00
GM AGILE LT 1.4 2012/2013 BRANCO;ODP6A23;499817460;COMPRADO NA KOBE NISSAN 19/01/2026;19/01/2026;;RENAVE;R$ 30.000,00
GM ONIX 10MT LT3 2019/2020 BRANCO;RKA0D83;1223024706;COMPRADO NA IDEAL VEICULOS GUARAPARI;;KM 114.649;RENAVE;R$ 43.500,00
FIAT SIENA FIRE FLEX 2011/2011 CINZA;MTY4E91;317077180;COMPRADO NA TROCA DO FORD KA LTG7D73;;KM 141.039;RENAVE;R$ 22.000,00
VW FOX 1.0 SUNRISE 2009/2010 PRATA;MSW1I66;160745721;COMPRADO NA TROCA DO FORD KA 1.0 PVC3I14 21/01/2026;21/01/2026;KM 157.761;RENAVE;R$ 17.000,00
TOYOTA COROLLA XEI 1.8 FLEX 2009/2009 PRETO;MSO2H62;123147395;COMPRADO NA MULT COMERCIO VILA VELHA 22/01/2026;22/01/2026;KM 152.495;RENAVE;R$ 48.450,00
HONDA CG 160 START 2021/2021 CINZA;RQT3H13;1266428426;COMPRADO NA TROCA DO COROLLA PRETO MSO2H62;;;RENAVE;R$ 12.000,00
GM ONIX 1.4 MT LTZ 2014/2015 BRANCO;OXI1B70;1006200743;COMPRADO NA TROCA DO FORD KA AUTOMATICO QRL0D15;;KM 138.451;RENAVE;R$ 40.000,00
FORD KA SE 1.5 SD 2015/2016 PRATA;PWW9C62;1067438847;COMPRADO NA EXCLUSIVA GUARAPARI;;KM 217.117;RENAVE;R$ 18.000,00
RENAULT SANDERO AUTH 1.0 2017/2018 PRATA;QNJ3F64;1135283343;COMPRADO NA TROCA DO VW FOX PRETO KQV5D84;;KM 138.969;RENAVE;R$ 30.000,00
HYUNDAI HB20 10M SENSE 2020/2021 BRANCO;RBE3H43;1248351239;COMPRADO NA TROCA DO FORD KA 1.0 VERMELHO PPC5A20;;KM 72.497;RENAVE;R$ 50.000,00
CHEVROLET PRISMA SED 1.4AT LTZ 2015/2016 AUT BRANCO;PPM5991;1081415409;COMPRADO NA ESPLACAR VEICULOS;;KM 180.420;RENAVE;R$ 40.000,00
RENAULT FLUENCE DYN20A 2012/2013 PRATA;ODH6A47;460563149;COMPRADO PARTICULAR DE CARLOS AUGUSTO FERREIRA DA SILVA 28 999831676;;KM 204.780;RENAVE;R$ 31.000,00
CHEVROLET ONIX 10MT LT2 2024/2024 PRATA;SGG4G82;1387320316;COMPRADO NA CVC CACHOEIRO(LIDER VEICULOS) 26/01/2026;26/01/2026;KM 95.183;RENAVE;R$ 55.000,00
HYUNDAI HB20S VISION 1.0 2021/2022 PRETO;RQO4J47;1288765492;COMPRADO NA CHRVSLER (VM COMERCIO) VILA VELHA 28/01/2026;28/01/2026;;RENAVE;R$ 58.500,00
HYUNDAI HB20 1.6A COMF 2014/2015 BRANCO;OYF9808;1005792329;COMPRADO NA CVC GUARAPARI;;KM 113.751;RENAVE;R$ 40.000,00
VW NOVO VOYAGE TL MBV 2016/2017 PRATA;PPQ2379;1103764257;COMPRADO NA PRIME HYUNDAI SERRA;;KM 121.544;RENAVE;R$ 36.000,00
CHEVROLET ONIX 1.0MT LT 2014/2015 CINZA;PPB8D08;1032329863;COMPRADO NA KOBE NISSAN VILA VELHA 30/01/2026;30/01/2026;KM 124.400;RENAVE;R$ 38.000,00
CITROEN C3 GLX 14 FLEX 2010/2011 PRETO;HNS0190;255395256;COMPRADO NA TROCA DO VW UP HIGH PLACA OYF7J15 05/12/2026;12/05/2026;;PASSAMOS PARA O PAI DE GUTO;R$ 14.000,00
HONDA CG150 FAN ESDI 2013/2014 PRETA;OXH5185;1003152799;COMPRADO NA TROCA DO VW UP HIGH OYF7J15 05/12/2026;12/05/2026;;RENAVE;R$ 9.000,00
FIAT SIENA 1.6 2016/2017 BRANCO;MPK8B42;1101872192;COMPRADO NA TROCA DO HYUNDAI HB20 PLACA RBE3H43 05/02/2026;02/05/2026;KM 303.922;RENAVE;R$ 30.000,00
FIAT GRAND SIENA ESSENCE 1.6 2013/2013 CINZA;MPL4G31;544026861;COMPRADO PARTICULAR DE JEFERSON SILVA SANTOS CPF = 144.133.237-50;;;RENAVE;R$ 46.800,00
FORD KA SE 1.5 SD B 2017/2018 BRANCO;QNF8B46;1132363800;COMPRADO NA ORVEL SERRA 29/01/2026;29/01/2026;KM 100.142;RENAVE;R$ 36.800,00
HONDA BIZ 125 EX 2012/2012 CINZA;ODK7H33;479210411;COMPRADO NA TROCA DO GM CELTA MMF3144;;;PASSAMOS PARA DOUGLAS;R$ 8.000,00
HONDA XRE 300 ABS 2021/2021 VERMELHA;RWR2D80;1284304873;COMPRADO NA TROCA DO GOL RALLYE OCZ7E03;;;RENAVE;R$ 23.200,00
GM CELTA 2P LIFE 2005/2005 BRANCO;MQJ5I74;856382418;COMPRADO NA TROCA DO FOX 1.6 PRIME ODN2H69;;;RENAVE;R$ 4.000,00
FIAT PALIO FIRE ECONOMY 2012/2012 PRATA;HNS4F19;459744216;COMPRADO NA ESPLACAR;;KM 219.172;RENAVE;R$ 22.000,00
FIAT UNO 1.4 EVO ECONOMY 2014/2014 BRANCO;LSP6B81;1013323537;COMPRADO NA PODIUM CAMPOS;;KM 140.854;CONCESSIONÁRIA;R$ 26.500,00
CHEVROLET SONIC LTZ HB AT 2012/2013 BRANCO;ODT8G05;531634825;COMPRADO NA TROCA DO HB20 1.6 PLACA OVF9808;;KM 180.194;RENAVE;R$ 37.000,00
VW GOL 1.0 2008/2009 PRATA;MSK0B92;987355295;COMPRADO NA TROCA DO VOYAGE PLACA OPX9B51;;;RENAVE;R$ 24.000,00
YAMAHA LANDER XTZ250 AZUL 2008/2008;MRW9D06;955214769;COMPRADO NA TROCA DO ETIOS SD PLACA FWR2I79;;;RENAVE;R$ 8.000,00
FIAT PALIO FIRE 2014/2015 BRANCO;OXK4626;1007762990;COMPRADO NA EXCLUSIVA AUTOMOVEIS;;KM 136.287;RENAVE;R$ 17.000,00
HYUNDAI HB20 COMFORT PLUS 1.0M 2017/2017 PRETO;PPU6I04;1129129010;COMPRADO NA PRIME LINHARES 13/02/2026;13/02/2026;KM 118.507;RENAVE;R$ 39.500,00
NISSAN SENTRA 20S FLEX 2012/2013 PRATA;OVE9G48;535344686;COMPRADO PARTICULAR DE EMERSON OLIVEIRA 27 99768-8854;;KM 97.804;RENAVE;R$ 38.600,00
RENAULT KWID ZEN 10MT BRANCO 2019/2020;QRJ6A29;1201808925;COMPRADO NA PREMIUM VILA VELHA 20/02/2026;20/02/2026;KM 99.842;RENAVE;R$ 30.500,00
FORD KA SE 1.0 HÁ C 2020/2021 VERMELHO;QAY7C33;1250136609;COMPRADO NA TAI VITORIA;;KM 52.740;RENAVE;R$ 42.300,00
VW SPACEFOX TREND GII 2013/2013 BRANCA;OVL4J74;592382338;COMPRADO NA CVC CACHOEIRO;;;RENAVE;R$ 29.400,00
HYUNDAI HB20S 1.6A COMF 2014/2015 CINZA;PPB1421;1026443323;COMPRADO NA JEEP GUARAPARI;;KM 120.188;RENAVE;R$ 42.000,00
FIAT STRADA WORKING 2016/2016 BRANCA;PPL7J34;1084254570;COMPRADO NA ESPLACAR VEICULOS;;KM 108.772;RENAVE;R$ 41.000,00
PEUGEOT 308 ALLURE 2012/2013 CINZA;FAD6673;456518568;COMPRADO NA TROCA DO FIAT UNO PLACA LSP6B81;;;PASSAMOS PARA PRANCHA;R$ 17.500,00
FORD FIESTA FLEX 2014/2014 BRANCO;OYG6J54;1002512716;COMPRADO NA ESPLACAR VEICULOS;;KM 155.486;RENAVE;R$ 25.000,00
HONDA BIZ EX 2025/2026 AZUL;TYI0B76;1482051408;COMPRADO NA TROCA DO HB20 PLACA RQO4J47;;;PASSAMOS PARA TERCEIRO;R$ 16.000,00
FIAT UNO VIVACE 1.0 2012/2013 PRATA;ODM4C47;482369159;COMPRADO DA ESPLACAR VEICULOS;;;RENAVE;R$ 22.000,00
FIAT PUNTO ESSENCE 1.6 2010/2011 PRATA;MTU8E53;257789596;COMPRADO NA MULT CAR VITORIA;;KM 81.318;RENAVE;R$ 24.500,00
FORD KA 1.6 FLEX 2008/2009 PRATA;MSP3F36;127822054;COMPRADO NA TROCA DO RENAULT KWID ZEN QRJ6A29;;KM 137.863;RENAVE;R$ 15.000,00
FIAT PALIO FIRE FLEX 2008/2008 PRATA;MRX4925;955274770;COMPRADO NA TROCA DO CHEVROLET ONIX PLACA SGG4G82;;;RENAVE;R$ 15.000,00
FIAT PALIO ELX FLEX 2004/2004 PRATA;MQA2675;830977244;COMPRADO NA TROCA DO GM ONIX 1.4 PLACA OVE0C33;;KM 188.927;PASSAMOS PARA PRANCHA;R$ 12.000,00
RENAULT SANDERO EXP1016V 2010/2011 PRATA;MTU4G33;255944640;COMPRADO NA TROCA DO FORD NEW FIESTA PLACA PPE2I29;;KM 182.829;RENAVE;R$ 20.000,00
CHEVROLET PRISMA 1.4 AT LTZ 2014/2015 PRETO;OYI7890;1012449847;COMPRADO NA PREMIUM VILA VELHA 04/03/2026;03/04/2026;KM 122.665;RENAVE;R$ 44.252,00
HYUNDAI HB20S 10M EVOLUT 2021/2021 AZUL;RQM1F69;1256783134;COMPRADO NA CVC GUARAPARI;;KM 159.039;RENAVE;R$ 47.000,00
VW VOYAGE TL MA S 1.0 2015/2015 BRANCO;PPE8809;1040292876;COMPRADO DA PREMIUM VILA VELHA;;KM 134.225;RENAVE;R$ 29.000,00
CHEVROLET ONIX 10MT LT1 2020/2020 BRANCO;RBB9H80;1235656133;COMPRADO NA CVC CACHOEIRO;;KM 67.411;RENAVE;R$ 50.200,00
VW GOL 1.0 2005/2006 BRANCO;MQN7B17;872179508;COMPRADO NA TROCA DO GM SONIC PLACA ODT8G05;;KM 156.740;RENAVE;R$ 10.000,00
CHEVROLET SPIN 1.8L MT LT 2014/2015 PRATA;PPE8C17;1037992960;COMPRADO NA EXCLUSIVA AUTOMOVEIS GUARAPARI;;KM 123.698;RENAVE;R$ 25.000,00
TOYOTA ETIOS XS 1.5 FLEX 2017/2018 BRANCO;PPX7351;1135913771;COMPRADO NA KURUMA SERRA 11/03/2026;03/11/2026;KM 111.722;RENAVE;R$ 55.500,00
HYUNDAI HB20 COMFORT 1.0 FLEX PRATA 2016/2016;PXL8951;1080717045;COMPRADO NA KURUMA VILA VELHA 05/03/2026;03/05/2026;;RENAVE;R$ 38.500,00
HYUNDAI HB20 1.0M COMFOR 2015/2015 BRANCO;PPG1B09;1044419218;COMPRADO NA EXCLUSIVA AUTOMOVEIS GUARAPARI 30/07/2025;30/07/2025;KM 164.347;RENAVE;R$ 35.000,00
VW GOL 1.0 2012/2013 BRANCO;ODJ1E79;469910771;COMPRADO NA ESPLACAR VEICULOS;;KM 151.138;RENAVE;R$ 22.000,00
GM ONIX HATCH LTZ 1.0 2021/2022 AZUL;RQP7C54;1285447783;COMPRADO NA VM COMERCIO (CHRYSL) SERRA 12/03/2026;03/12/2026;;RENAVE;R$ 52.000,00
TOYOTA ETIOS HB XS 2013/2013 PRETO;LLW9G57;556779886;COMPRADO NA TROCA DA GM SPIN 1.8 LT PLACA PPE8C17;;KM 164.158;RENAVE;R$ 32.000,00
FORD FIESTA 1.6 SEDAN FLEX 2010/2011 PRETO;MTE5523;234689595;COMPRADO NA TROCA DO GM PRISMA PLACA PPM5991;;;RENAVE;R$ 24.900,00
VW CROSSFOX 2005/2006 VERMELHO;MQO7J16;874308194;COMPRADO NA VW GUARAPARI;;;RENAVE;R$ 23.000,00
VW SPACEFOX 1.6 TRENDLNE 2012/2013 PRATA;ODN1212;483884260;COMPRADO NA BYD VILA VELHA 18/03/2026;18/03/2026;KM 136.007;RENAVE;R$ 29.500,00
FORD ECOSPORT FSL 1.6 2014/2014 PRETO;OYF2786;1007732153;COMPRADO NA ORVEL SERRA 16/03/2026;16/03/2026;KM 177.619;RENAVE;R$ 41.300,00
HONDA PCX 150 DLX ABS 2022/2022 PRATA;RQO5B97;1288825410;COMPRADO NA TROCA DO VOYAGE BRANCO PLACA PPE8809;;;PASSAMOS PARA VANDERLEI;R$ 15.000,00
HONDA CG 160 TITAN 2025/2026 CINZA;TOM6B84;1465534137;COMPRADO NA TROCA DO FORD KA 1.5 SEDAN PLACA QNF8B46;;;PASSAMOS PARA VANDERLEI;R$ 18.000,00
HYUNDAI HB20 1.0M COMFOR 2014/2015 PRATA;PPA6882;1019770292;COMPRADO NA VITORIAWAGEN SERRA 17/03/2026;17/03/2026;;RENAVE;R$ 34.200,00
CHEVROLET ONIX 1.0MT LS 2012/2013 PRATA;ODQ0345;499770943;COMPRADO NA TROCA DO GM PRISMA 1.4 LTZ PLACA OYI7I90;;;RENAVE;R$ 31.000,00
FORD FIESTA SEDAN 1.6 FLEX 2012/2013 PRETO;ODJ8I62;472948040;COMPRADO PARTICULAR DE ALDAIR NUNES DA SILVA 27 996285445;;;RENAVE;R$ 24.000,00
CHEVROLET ONIX 1.0MT LT 2015/2015 BRANCO;PPH5F28;1057750384;COMPRADO NA ESPLACAR VEICULOS;;KM 148.147;RENAVE;R$ 33.000,00
FIAT SIENA ATTRACTIV 1.4 2013/2013 PRATA;OVE8J27;537044639;COMPRADO NA KOBE NISSAN VILA VELHA 20/03/2026;20/03/2026;;RENAVE;R$ 24.000,00
GM PRISMA LTZ 1.4 AUTOMATICO 2014/2015 PRETO;OYI7I90;1012449847;COMPRADO NA TROCA DO HYUNDAI HB20 1.0 PLACA RQM1F69;;;RENAVE;R$ 57.900,00
FORD FIESTA 1.6 FLEX 2011/2012 PRATA;ODB2F66;417075375;COMPRADO NA TROCA DO FORD ECOSPORT PLACA OYF2H86;;KM 149.512;RENAVE;R$ 26.000,00
HYUNDAI HB20S 1.6A COMF 2015/2015 AZUL;PPG4B06;1048883172;COMPRADO NA VESSA VEICULOS VILA VELHA 25/03/2026;25/03/2026;KM 117.966;RENAVE;R$ 48.300,00
VW NOVO GOL 1.0 TRACK 2013/2014 PRETO;OVK5A28;587401915;COMPRADO NA VITORIAWAGEN VITORIA 25/03/2026;25/03/2026;KM 155.281;RENAVE;R$ 24.600,00
FIAT PUNTO ELX 1.4 2008/2008 PRETO;EAQ7237;965346579;COMPRADO NA TROCA DO ONIX VERMELHO MPK1I72;;KM 212.329;RENAVE;R$ 20.000,00
GM SPIN ACTIV 1.8 AUTOMATICO 2015/2016 PRATA;OYE6H73;1066652381;COMPRADO NA ESPLACAR VEICULOS;;KM 133.574;RENAVE;R$ 45.000,00
FORD KA SEDAN 1.0 SE/ SE PLUS 2019/2019 BRANCO;QQE1E00;1182397457;COMPRADO NA KURUMA VILA VELHA 25/03/2026;25/03/2026;KM 119.997;RENAVE;R$ 37.500,00
HONDA CG 160 FAN 2024/2024 PRETO;SGF5B75;1382273840;COMPRADO NA TROCA DO HYUNDAI HB20 PLACA PPG1B09;;;PASSAMOS PARA TONINHO;R$ 14.000,00
GM PRISMA SEDAN LT 1.4 2015/2016 PRETO;PPL2C01;1069599104;COMPRADO NA KURUMA VILA VELHA 26/03/2026;26/03/2026;KM 113.392;RENAVE;R$ 44.000,00
GM CELTA 2P LIFE 2008/2009 PRATA;MSM5608;118580957;COMPRADO NA TROCA DO GM ONIX LT 1.0 PLACA RBB9H80 28/03/2026;28/03/2026;;RENAVE;R$ 13.000,00
VW FOX 1.0 2009/2009 PRETO;MSD2498;129995525;COMPRADO PARTICULAR DE JOSILANIA FERREIRA 27 99610663;;;RENAVE;R$ 15.000,00
KIA SOUL EX 1.6 FF MT 2011/2012 BRANCO;ENQ7G73;348824629;COMPRADO NA TROCA DO TOYOTA ETIOS PRETO PLACA LLW9G57;;;RENAVE;R$ 29.000,00
HYUNDAI HB20S 1.6M COMF 2013/2014 PRETO;OVL7964;593929039;COMPRADO NA EXCLUSIVA AUTOMOVEIS;;KM 128.191;RENAVE;R$ 30.000,00
FORD KA SE 1.0 HÁ B 2017/2018 PRETO;PPV2899;1140778223;COMPRADO NA PREMIUM VILA VELHA 31/03/2026;31/03/2026;KM 97.649;RENAVE;R$ 28.750,00
VW GOL 1.6 2009/2009 PRATA;MSQ9B62;133363406;COMPRADO NA TROCA DO ONIX VERMELHO OYJ5C86 31/03/2026;31/03/2026;KM 117.792;RENAVE;R$ 20.000,00
CITROEN C3 PICASSO GLX15 2013/2014 BRANCO;OVJ6E74;568667654;COMPRADO NA TROCA DO HYUNDAI HB20 PLACA OVF4A29;;;PASSAMOS PARA O PAI DE GUTO;R$ 18.500,00
GM AGILE LTZ 2013/2013 PRATA;ODQ6D07;531673596;COMPRADO NA TROCA DO HYUNDAI HB20 PLACA PXL8J51 02/04/2026;04/02/2026;KM 129.447;RENAVE;R$ 31.900,00
